tlw,blw,h,s
0.582,4.684,0.25,2.184
1.311,3.097,0.446,4.614
2.137,4.078,0.294,3.267
1.474,4.209,0.217,2.966
1.815,3.649,0.54,4.64
0.894,2.61,0.41,2.586
3.004,4.883,0.495,3.533
1.014,4.958,0.243,3.366
1.003,4.448,0.633,4.34
1.576,3.346,0.317,2.27
1.932,4.132,0.469,3.924
1.336,3.842,0.547,3.81
1.393,4.174,0.224,2.484
0.273,2.229,0.472,4.929
2.95,4.779,0.387,2.877
1.785,4.323,0.502,2.686
0.263,3.735,0.357,3.613
0.818,2.85,0.576,3.044
2.075,4.253,0.194,4.745
0.469,3.962,0.347,4.49
1.474,4.973,0.44,3.211
0.781,2.81,0.273,4.155
2.407,4.8,0.603,2.056
0.886,4.807,0.341,3.946
0.767,4.612,0.434,2.248
1.484,3.199,0.267,4.315
2.011,3.946,0.597,3.391
1.414,3.674,0.511,2.855
1.188,4.148,0.367,4.951
0.255,2.187,0.586,2.508
2.781,4.662,0.203,3.785
1.759,4.506,0.556,4.72
0.49,3.807,0.233,3.069
0.688,3.071,0.482,3.635
2.235,4.42,0.396,2.664
0.65,4.116,0.238,2.081
1.719,4.854,0.628,4.13
0.989,2.88,0.312,3.189
2.38,4.965,0.464,4.512
1.101,4.867,0.212,2.376
0.906,4.062,0.535,3.725
0.546,3.431,0.405,2.792
2.651,4.949,0.49,4.82
0.792,3.755,0.649,4.424
1.303,4.324,0.259,3.474
0.599,3.488,0.456,4.033
2.104,4.581,0.304,2.355
0.349,4.423,0.426,3.289
0.376,4.756,0.333,4.592
1.068,2.98,0.619,2.16
1.968,4.243,0.289,4.235
1.651,4.057,0.375,3.511
1.579,3.53,0.519,2.608
0.671,2.682,0.182,4.665
2.977,4.696,0.564,2.941
1.499,4.654,0.474,2.285
0.724,3.672,0.389,4.01
0.936,3.275,0.548,3.451
2.433,4.566,0.226,4.354
0.402,3.537,0.319,4.89
1.114,4.708,0.471,2.815
0.422,3.121,0.245,3.749
2.527,4.375,0.634,2.446
0.74,4.533,0.275,3.011
0.645,4.372,0.605,4.688
1.35,3.345,0.349,2.631
2.099,3.854,0.442,3.581
1.256,4.174,0.578,4.164
1.853,3.919,0.196,2.136
0.598,2.654,0.504,4.568
3.309,4.902,0.359,3.219
0.495,4.923,0.612,3.855
1.041,4.997,0.281,2.532
1.153,3.404,0.418,4.975
2.433,4.073,0.326,2.926
1.81,3.784,0.19,3.321
1.457,3.759,0.572,4.292
0.536,2.548,0.383,2.224
2.717,4.458,0.528,3.876
1.361,4.288,0.412,4.442
0.301,4.197,0.497,3.165
0.298,2.908,0.219,4.107
2.011,4.802,0.542,2.011
1.039,3.903,0.448,2.734
1.537,4.471,0.296,3.658
0.82,3.248,0.641,3.092
1.958,4.764,0.252,4.79
1.425,4.727,0.624,3.13
0.853,4.068,0.242,4.476
0.363,3.195,0.46,2.046
2.297,4.674,0.316,4.073
0.925,3.616,0.229,3.671
1.251,4.553,0.559,2.723
0.343,3.142,0.392,4.778
2.047,4.255,0.485,3.103
0.558,4.472,0.363,2.545
0.527,4.868,0.515,3.844
1.216,3.082,0.2,2.913
2.223,3.885,0.59,4.986
1.696,4.106,0.43,4.256
1.729,3.841,0.345,3.355
0.729,2.715,0.594,3.911
2.805,4.932,0.271,2.19
0.829,4.855,0.523,4.7
0.918,4.267,0.371,3.0
1.796,3.466,0.568,3.569
2.144,4.181,0.178,2.642
1.116,3.722,0.337,2.1
1.339,3.978,0.423,4.199
0.458,2.331,0.293,3.255
3.037,4.96,0.616,4.534
1.587,4.367,0.262,3.973
0.438,3.566,0.645,2.32
1.025,2.836,0.307,4.39
1.881,4.461,0.452,3.416
0.262,3.977,0.538,2.827
1.666,4.766,0.208,4.88
0.734,2.992,0.494,2.434
2.591,4.639,0.401,3.759
0.412,4.687,0.192,4.604
0.687,4.628,0.582,3.279
1.374,3.265,0.355,4.223
2.444,4.114,0.507,2.17
1.538,3.548,0.601,2.572
1.103,3.613,0.279,3.546
0.386,2.577,0.438,2.977
2.86,4.599,0.353,4.63
1.164,4.614,0.468,3.689
0.557,3.933,0.323,2.411
0.61,2.957,0.631,4.856
2.162,4.82,0.248,2.757
0.677,4.23,0.385,3.486
1.792,4.406,0.478,4.414
0.872,3.382,0.222,2.343
2.193,4.904,0.552,4.044
1.847,4.98,0.3,3.033
0.979,3.701,0.445,4.754
0.777,3.324,0.256,2.7
2.584,4.314,0.638,3.601
0.51,3.864,0.501,4.143
1.37,4.912,0.408,2.07
0.475,2.752,0.546,4.499
2.445,4.514,0.215,3.2
0.975,4.297,0.576,2.26
0.291,4.507,0.186,3.935
1.199,3.28,0.531,3.378
1.897,3.658,0.379,4.327
1.275,3.938,0.285,4.916
1.499,4.207,0.608,2.889
0.312,2.514,0.329,3.82
3.196,4.776,0.414,2.474
0.805,2.464,0.46,3.903
0.304,1.401,0.241,3.347
2.345,2.977,0.623,4.271
0.983,1.912,0.486,4.994
1.201,2.75,0.393,2.898
0.293,1.538,0.56,3.83
1.889,2.551,0.23,2.553
1.07,1.286,0.516,2.714
1.843,2.401,0.27,4.081
1.681,1.955,0.593,2.032
0.773,0.921,0.344,4.462
2.762,3.227,0.43,3.138
2.201,2.478,0.522,2.842
1.172,2.017,0.616,3.425
1.29,2.176,0.294,4.375
0.56,0.59,0.424,2.305
1.542,2.661,0.452,4.549
0.389,1.858,0.308,3.246
0.88,1.041,0.646,4.19
1.929,2.845,0.263,2.115
1.616,2.882,0.493,3.554
0.684,1.284,0.207,2.985
2.545,2.935,0.538,4.71
1.317,1.56,0.582,4.399
2.395,2.418,0.193,3.496
1.595,1.752,0.352,2.772
1.153,1.809,0.437,4.847
0.436,0.973,0.278,2.402
1.121,2.818,0.248,4.639
0.607,2.224,0.63,2.962
0.463,1.253,0.322,3.531
2.112,3.205,0.467,2.581
0.824,2.435,0.553,2.185
1.841,2.521,0.223,4.213
0.92,1.673,0.479,3.27
2.149,3.109,0.386,4.619
1.688,3.184,0.639,2.483
1.029,2.098,0.256,3.806
0.721,1.62,0.446,2.875
2.534,2.616,0.301,4.924
0.566,2.069,0.214,4.341
1.418,3.111,0.544,3.37
0.523,1.149,0.407,3.926
2.285,2.72,0.5,2.275
0.929,2.502,0.378,3.208
1.247,1.397,0.185,2.055
1.42,2.142,0.415,3.615
1.549,2.322,0.33,2.691
0.358,0.81,0.608,4.746
1.953,2.151,0.34,2.09
1.357,1.878,0.204,2.678
1.238,2.451,0.586,3.627
0.294,0.301,0.368,3.06
2.731,3.057,0.512,4.734
1.802,2.71,0.397,3.793
0.54,2.016,0.482,2.494
0.835,1.367,0.234,4.937
2.185,2.534,0.557,2.864
1.767,3.239,0.311,4.307
1.037,1.091,0.627,2.239
2.425,3.171,0.237,3.96
0.956,2.165,0.404,4.65
0.603,1.728,0.534,2.593
2.601,3.147,0.211,3.52
0.735,1.961,0.304,4.25
1.352,2.626,0.456,2.15
0.648,1.591,0.26,4.583
2.264,2.786,0.65,3.304
1.116,1.363,0.334,3.459
1.919,2.359,0.427,4.434
1.507,2.261,0.563,4.835
1.629,1.915,0.181,2.782
0.721,0.89,0.518,3.716
1.656,2.948,0.227,3.234
0.675,1.776,0.549,4.559
0.994,1.48,0.39,2.127
2.482,2.763,0.475,4.179
0.344,1.833,0.633,3.591
0.372,1.225,0.47,4.674
1.3,1.73,0.604,2.806
1.109,2.468,0.36,4.363
1.804,2.305,0.505,3.436
0.554,0.859,0.197,3.994
1.209,1.608,0.282,3.65
1.754,2.078,0.527,2.019
1.408,2.061,0.382,4.092
0.488,0.65,0.571,3.151
1.406,2.583,0.541,3.89
0.444,1.114,0.496,4.284
2.06,2.919,0.411,3.335
0.894,2.199,0.253,2.934
1.487,2.854,0.642,4.96
0.77,1.456,0.297,2.518
2.003,3.06,0.449,3.864
1.135,1.375,0.302,3.106
1.777,1.936,0.532,4.475
1.175,1.993,0.209,3.126
0.267,0.767,0.488,4.07
1.331,2.745,0.517,3.357
0.268,1.309,0.561,2.191
2.248,3.033,0.179,3.915
1.019,2.38,0.332,3.841
1.704,2.693,0.425,2.54
0.999,1.478,0.288,4.985
1.928,3.206,0.618,2.909
1.481,3.129,0.366,4.202
0.892,1.891,0.511,2.105
0.918,1.692,0.203,4.534
2.639,2.785,0.585,3.259
0.369,1.995,0.431,2.998
1.314,2.941,0.338,4.696
0.584,1.34,0.595,2.641
2.509,2.845,0.264,3.566
1.079,1.567,0.462,3.762
1.957,2.085,0.309,2.439
1.235,2.297,0.232,2.319
1.591,2.141,0.555,3.97
0.578,0.626,0.395,3.414
0.713,2.281,0.187,2.571
0.529,1.539,0.525,4.625
2.418,3.168,0.38,2.975
0.758,1.775,0.28,3.282
1.128,2.559,0.61,4.605
0.411,1.707,0.325,2.175
2.086,2.636,0.417,4.225
2.086,2.474,0.64,2.342
1.631,2.41,0.494,2.416
2.947,3.084,0.216,4.857
1.531,1.643,0.632,3.197
1.978,2.334,0.242,4.498
1.381,2.043,0.388,4.759
1.446,2.382,0.474,3.036
0.419,0.528,0.225,3.604
1.729,2.524,0.195,2.886
0.316,2.038,0.577,4.915
0.658,1.149,0.358,2.469
2.022,2.65,0.503,3.818
0.629,2.164,0.602,3.938
1.525,3.076,0.272,2.261
0.833,1.111,0.439,4.332
2.35,3.002,0.346,3.381
1.868,2.987,0.422,4.949
0.843,1.979,0.336,2.85
0.798,1.459,0.615,3.784
2.282,2.592,0.292,2.505
0.54,1.854,0.368,2.25
0.332,1.03,0.175,3.392
2.465,2.516,0.565,4.319
1.008,2.732,0.205,4.129
1.436,1.561,0.398,4.51
1.914,2.059,0.491,3.184
1.292,2.342,0.644,3.07
1.745,2.487,0.261,4.724
0.329,0.956,0.45,2.666
1.395,1.705,0.484,2.353
1.568,1.982,0.239,3.726
1.328,1.882,0.621,2.379
0.624,0.854,0.313,4.822
1.198,2.603,0.342,2.605
0.453,2.199,0.428,3.506
0.644,1.076,0.268,2.94
1.891,3.086,0.591,4.662
0.694,2.238,0.514,4.594
1.655,2.687,0.362,3.294
0.747,1.649,0.589,4.236
2.226,2.876,0.199,2.163
1.605,1.696,0.212,2.45
2.174,2.289,0.543,3.75
1.146,1.81,0.444,4.005
1.089,2.247,0.299,2.283
0.397,0.47,0.637,4.351
2.848,3.229,0.255,3.45
1.62,2.854,0.606,2.14
0.568,1.832,0.284,4.165
1.058,1.194,0.413,3.224
2.175,2.727,0.328,4.571
1.777,3.047,0.573,3.01
0.882,1.258,0.376,3.576
2.624,3.144,0.528,2.629
0.966,2.346,0.599,3.322
0.383,1.584,0.35,3.881
2.572,2.952,0.435,2.227
0.955,2.104,0.58,2.528
1.38,2.822,0.191,3.854
0.46,1.42,0.506,2.921
2.067,2.778,0.354,4.972
2.036,2.151,0.221,3.093
1.714,2.177,0.32,3.16
1.511,2.122,0.465,4.439
0.746,0.752,0.246,2.007
2.839,3.038,0.628,4.106
1.516,1.604,0.544,2.292
1.246,1.894,0.298,3.752
1.208,2.156,0.442,2.453
0.287,0.557,0.253,4.884
2.761,3.142,0.635,2.811
1.507,2.774,0.283,2.626
0.458,1.937,0.606,3.574
0.953,1.303,0.328,3.019
2.267,2.824,0.413,4.694
1.688,2.949,0.184,3.227
0.97,1.363,0.529,4.157
2.51,3.244,0.377,2.13
0.874,2.432,0.276,2.917
0.282,1.664,0.436,3.862
2.682,3.045,0.351,2.538
1.055,2.023,0.191,2.23
1.271,2.729,0.58,3.883
0.58,1.506,0.354,3.313
1.975,2.861,0.506,4.287
1.948,2.25,0.55,3.17
1.821,2.278,0.466,3.096
1.598,2.023,0.321,4.796
0.702,0.811,0.629,2.728
2.727,2.929,0.247,3.655
1.767,2.886,0.335,4.31
0.755,2.072,0.42,3.383
0.705,1.542,0.29,3.953
2.402,2.678,0.613,2.253
0.633,1.769,0.522,2.514
0.442,1.123,0.566,2.847
2.364,2.595,0.176,4.946
1.318,1.458,0.492,4.726
1.404,2.453,0.261,3.193
1.834,2.384,0.643,4.518
0.437,0.875,0.306,2.074
1.301,1.625,0.391,2.383
1.662,2.063,0.622,4.036
1.437,1.795,0.239,2.362
0.504,0.946,0.458,4.418
1.092,2.52,0.429,2.154
0.53,1.176,0.592,3.298
1.979,3.191,0.269,4.597
0.808,2.136,0.361,4.67
1.568,2.582,0.513,2.949
0.838,1.746,0.198,3.504
2.121,2.985,0.587,2.602
0.822,2.191,0.569,2.167
0.618,1.428,0.38,4.608
2.328,3.085,0.525,3.285
0.669,1.884,0.61,2.983
1.219,2.641,0.279,4.634
0.324,1.617,0.417,2.568
2.184,2.534,0.324,3.539
2.204,2.374,0.25,2.418
1.522,2.327,0.411,2.351
1.748,1.853,0.496,4.049
0.865,0.994,0.218,3.482
3.051,3.165,0.54,4.406
1.622,1.745,0.244,3.038
1.887,2.414,0.633,4.762
1.29,1.943,0.472,4.508
1.358,2.466,0.387,3.205
0.323,0.611,0.546,4.137
1.831,2.635,0.576,3.372
0.406,1.943,0.194,4.323
0.768,1.068,0.502,2.264
1.913,2.549,0.357,3.941
0.519,2.244,0.272,3.827
1.635,3.178,0.603,2.478
0.715,1.017,0.347,4.912
2.453,2.918,0.44,2.883
1.231,1.486,0.454,3.135
1.681,1.828,0.209,4.786
1.083,2.081,0.532,3.108
0.353,0.683,0.402,3.666
1.442,2.846,0.374,2.907
0.589,2.326,0.518,4.982
0.371,1.225,0.18,2.548
2.13,2.939,0.563,3.851
0.916,2.462,0.424,3.918
1.824,2.788,0.331,2.194
0.89,1.377,0.617,4.252
2.038,3.125,0.287,3.349
1.571,3.213,0.509,3.562
1.01,1.809,0.365,2.638
1.016,1.591,0.584,4.705
2.552,2.695,0.201,3.006
1.402,3.031,0.433,4.538
0.494,1.257,0.266,2.096
2.599,2.734,0.596,4.192
1.167,1.663,0.31,3.979
1.131,2.217,0.554,2.442
1.48,2.237,0.231,3.765
0.469,0.735,0.48,2.822
1.548,3.053,0.548,3.029
0.758,1.876,0.225,4.683
0.89,1.393,0.474,2.614
2.366,2.859,0.389,3.587
0.448,1.919,0.245,4.17
1.181,2.915,0.635,2.118
0.261,1.326,0.32,4.562
2.576,2.593,0.472,3.236
1.416,1.64,0.274,3.433
1.207,2.362,0.504,4.896
1.71,2.215,0.359,2.798
0.644,0.936,0.578,3.743
1.106,1.687,0.612,4.089
1.857,2.002,0.382,2.74
1.295,1.967,0.527,3.641
0.603,0.752,0.189,3.086
2.766,2.839,0.571,4.808
1.315,2.67,0.219,3.873
0.348,1.009,0.412,4.957
1.976,3.008,0.498,2.931
0.99,2.302,0.641,3.327
1.572,2.766,0.251,4.274
0.676,1.54,0.448,2.218
1.912,2.953,0.296,3.893
1.496,1.521,0.342,3.617
2.063,2.257,0.435,2.67
1.467,1.792,0.585,2.087
1.122,2.35,0.203,4.112
0.396,0.404,0.511,3.183
2.816,2.962,0.366,4.53
1.706,2.788,0.482,3.963
0.652,2.105,0.396,2.242
0.744,1.26,0.556,4.298
2.092,2.618,0.233,3.397
1.862,3.155,0.464,4.934
0.954,1.179,0.237,2.503
2.329,3.066,0.627,3.802
1.049,2.261,0.49,4.586
0.494,1.649,0.211,2.142
2.489,3.248,0.534,4.241
0.844,2.037,0.456,3.517
1.465,2.526,0.304,2.59
0.532,1.687,0.649,4.659
2.16,2.7,0.259,2.958
1.23,1.281,0.426,2.774
2.002,2.441,0.333,4.826
1.596,2.158,0.182,4.43
1.544,1.832,0.564,3.457
0.814,0.98,0.375,4.027
2.924,3.008,0.52,2.373
1.431,1.453,0.193,4.838
2.301,2.313,0.582,2.763
1.482,1.859,0.438,3.492
1.246,1.913,0.353,4.396
0.35,0.875,0.601,2.338
2.698,2.801,0.278,4.061
1.22,2.715,0.631,4.621
0.522,2.132,0.249,3.273
0.557,1.339,0.468,4.205
2.229,3.118,0.323,2.176
0.73,2.348,0.222,2.578
1.726,2.608,0.552,3.528
1.034,1.581,0.385,2.971
2.248,3.186,0.478,4.648
1.796,3.098,0.255,2.278
0.912,2.0,0.637,3.929
0.833,1.723,0.299,3.361
0.454,1.964,0.546,4.922
0.618,1.05,0.501,3.814
2.392,2.826,0.408,2.492
1.03,2.609,0.531,3.051
1.164,1.482,0.575,2.682
1.327,2.22,0.33,4.149
1.661,2.408,0.415,2.052
0.257,0.703,0.285,4.494
1.379,2.945,0.46,2.562
0.691,2.361,0.315,3.838
0.411,1.507,0.624,2.895
2.44,2.878,0.241,4.992
0.876,1.804,0.393,4.262
1.108,2.848,0.486,3.337
0.378,1.435,0.23,3.905
2.001,2.654,0.56,2.208
1.17,1.2,0.362,2.029
2.157,2.178,0.515,4.078
1.742,2.488,0.594,3.677
1.796,2.048,0.271,2.705
0.68,0.816,0.431,4.772
2.855,3.15,0.345,3.121
0.984,2.559,0.178,2.314
1.676,1.723,0.523,4.373
2.095,2.399,0.371,3.422
1.067,2.122,0.292,2.833
1.374,2.273,0.615,4.862
0.466,0.485,0.336,2.428
2.97,3.168,0.422,3.777
1.637,2.555,0.308,4.718
0.295,1.771,0.452,2.995
0.979,1.118,0.263,3.552
2.043,2.753,0.645,2.648
1.505,2.973,0.401,4.182
0.8,1.196,0.538,3.249
2.639,3.021,0.208,4.551
1.27,1.404,0.509,3.537
2.354,2.46,0.357,2.563
1.642,1.907,0.278,2.168
1.194,1.767,0.6,4.219
0.299,0.927,0.352,3.287
1.075,2.763,0.322,4.047
0.513,1.291,0.248,4.405
2.28,3.161,0.63,3.478
0.774,2.397,0.478,2.754
1.672,2.566,0.386,4.853
0.981,1.715,0.553,2.419
2.103,3.235,0.222,3.698
1.737,3.146,0.445,3.203
0.861,2.053,0.3,4.503
0.675,1.675,0.638,2.061
0.612,2.013,0.408,3.598
0.564,1.104,0.214,4.763
2.334,2.875,0.545,3.042
1.111,1.442,0.378,2.881
1.371,2.268,0.609,4.324
1.609,2.368,0.286,3.376
0.403,0.655,0.416,3.944
1.322,2.896,0.24,3.112
0.744,2.412,0.622,4.787
0.252,1.556,0.314,2.72
2.387,3.026,0.459,3.668
1.035,1.757,0.561,4.064
1.16,2.701,0.231,2.038
0.43,1.487,0.487,4.479
1.944,2.606,0.394,3.132
1.125,1.248,0.59,3.352
2.105,2.22,0.2,4.253
1.788,2.439,0.344,4.977
1.85,2.007,0.43,2.904
0.825,0.865,0.27,3.847
2.709,3.101,0.593,2.547
1.036,2.613,0.522,3.264
2.253,2.351,0.567,2.097
1.225,2.073,0.423,2.634
1.427,2.128,0.337,3.56
0.519,0.538,0.616,3.003
2.916,3.114,0.293,4.704
1.489,2.506,0.646,3.768
0.348,1.906,0.264,2.443
0.935,1.167,0.453,4.876
1.99,2.793,0.309,2.825
1.556,2.933,0.537,4.381
0.852,1.332,0.4,2.323
2.493,2.973,0.493,3.976
1.604,3.004,0.39,2.456
0.812,1.825,0.475,3.757
1.049,1.442,0.226,2.812
2.313,2.711,0.549,4.888
0.289,1.872,0.471,4.346
0.312,1.273,0.634,4.012
1.468,1.682,0.44,2.133
1.161,2.313,0.197,3.573
1.763,2.256,0.579,2.622
0.499,0.985,0.36,4.691
1.265,1.734,0.327,4.289
2.321,2.425,0.42,3.318
1.698,1.953,0.57,2.916
1.348,2.112,0.188,4.966
0.656,0.699,0.526,2.535
1.462,2.62,0.497,4.799
0.391,1.058,0.541,3.656
1.923,2.967,0.218,2.731
0.947,2.255,0.297,2.002
1.623,2.807,0.449,4.098
0.728,1.405,0.252,3.169
2.059,2.905,0.642,4.444
1.904,2.306,0.267,2.846
1.307,1.84,0.367,3.388
1.07,2.497,0.512,4.313
0.34,0.356,0.204,2.257
2.868,3.015,0.586,3.954
1.852,2.836,0.234,4.515
0.6,1.971,0.557,3.192
0.789,1.212,0.397,4.122
2.143,2.577,0.483,2.072
1.808,3.197,0.236,3.632
0.901,1.045,0.463,3.078
2.473,3.115,0.311,4.728
0.997,2.208,0.21,4.036
0.652,1.602,0.489,3.465
2.541,3.101,0.403,4.416
0.686,2.086,0.26,4.817
1.412,2.672,0.65,2.788
0.479,1.633,0.305,3.734
2.217,2.749,0.457,2.385
1.177,1.321,0.29,2.599
2.056,2.402,0.62,3.503
1.552,2.206,0.519,4.232
1.492,1.872,0.374,2.156
0.762,0.845,0.564,4.6
0.774,2.233,0.379,3.49
0.474,1.384,0.568,4.058
2.377,3.22,0.186,2.337
0.813,1.93,0.325,2.41
1.169,2.507,0.418,3.709
0.274,1.659,0.28,2.766
2.139,2.58,0.611,4.839
2.254,2.425,0.447,2.969
1.579,2.372,0.54,3.276
1.7,1.801,0.217,4.622
2.891,3.21,0.41,4.207
1.475,1.699,0.469,2.487
2.033,2.46,0.317,3.812
1.437,1.987,0.225,3.932
1.31,2.331,0.547,2.279
0.366,0.566,0.388,4.338
1.673,2.679,0.358,2.047
0.357,2.088,0.503,4.146
0.711,1.023,0.195,3.214
1.961,2.602,0.577,4.493
0.576,2.29,0.439,4.753
1.585,3.124,0.346,3.053
0.665,1.163,0.602,3.61
2.295,2.964,0.272,2.683
1.086,1.531,0.258,2.209
1.133,1.948,0.401,2.557
0.403,0.724,0.531,4.991
1.282,2.8,0.562,2.706
0.315,1.271,0.517,3.123
2.08,2.991,0.373,4.777
0.972,2.418,0.288,4.469
1.872,2.735,0.618,3.144
0.939,1.524,0.332,4.076
1.879,3.08,0.425,2.024
1.527,3.167,0.202,4.863
1.06,1.848,0.584,2.837
0.869,1.637,0.366,3.779
2.502,2.831,0.51,2.433
0.418,2.051,0.595,2.313
1.45,2.896,0.265,3.987
0.543,1.298,0.432,3.42
2.556,2.69,0.339,4.368
1.215,1.61,0.624,4.552
2.018,2.043,0.234,3.253
1.189,2.17,0.395,2.992
1.53,2.184,0.481,4.713
0.626,0.781,0.232,2.647
1.564,1.739,0.406,3.242
2.129,2.134,0.498,4.565
1.1,1.848,0.636,4.679
1.258,2.289,0.254,3.028
0.337,0.516,0.443,3.582
2.711,3.184,0.298,2.611
1.667,2.728,0.414,2.802
0.508,1.79,0.329,4.898
1.009,1.349,0.607,2.467
2.217,2.772,0.284,3.744
1.736,3.002,0.528,2.3
1.019,1.216,0.183,4.356
2.669,3.2,0.572,3.432
1.396,3.088,0.35,3.646
0.924,2.391,0.435,2.743
0.429,1.71,0.276,4.811
2.632,2.909,0.598,3.087
0.909,1.978,0.507,3.155
1.32,2.865,0.355,4.457
0.628,1.465,0.581,2.013
2.018,2.816,0.192,4.088
1.9,2.198,0.384,2.221
1.762,2.232,0.246,2.522
1.648,2.076,0.628,3.872
0.7,0.714,0.32,2.926
1.813,2.931,0.614,4.112
0.706,2.03,0.291,2.084
0.85,1.497,0.421,4.527
2.45,2.544,0.336,3.178
0.488,1.815,0.176,3.064
0.392,1.081,0.369,2.672
2.409,2.642,0.521,3.622
1.268,1.51,0.205,3.802
1.97,2.021,0.535,2.499
1.348,2.497,0.451,2.244
1.786,2.436,0.307,3.968
0.278,0.83,0.644,3.398
1.448,1.579,0.559,2.957
1.515,2.108,0.313,4.588
1.389,1.93,0.457,3.312
0.456,0.906,0.238,4.242
1.25,2.565,0.268,3.456
0.587,1.132,0.343,2.371
2.027,3.137,0.428,4.022
0.75,2.182,0.588,3.72
1.518,2.636,0.198,2.397
0.788,1.6,0.514,4.828
2.278,3.031,0.362,2.779
1.722,3.036,0.291,3.626
0.79,2.115,0.614,2.675
0.754,1.41,0.335,4.732
2.335,2.632,0.421,3.055
0.584,1.901,0.566,3.176
0.28,1.165,0.521,2.092
2.318,2.563,0.369,4.121
1.384,1.416,0.536,3.959
2.072,2.106,0.206,2.236
1.45,2.391,0.305,2.496
1.692,2.341,0.45,3.798
0.388,0.907,0.26,2.865
3.172,3.241,0.643,4.94
1.35,1.658,0.227,3.303
1.612,2.031,0.458,4.652
1.275,1.84,0.314,2.955
0.571,0.989,0.622,3.521
1.142,2.652,0.592,2.782
0.484,1.027,0.429,2.389
1.944,3.233,0.343,3.711
0.854,2.285,0.198,4.019
1.603,2.54,0.588,2.368
0.695,1.7,0.361,4.436
2.17,2.924,0.514,3.464
2.218,2.24,0.406,4.676
1.19,1.763,0.254,4.556
1.141,2.207,0.636,3.233
0.449,0.606,0.298,4.174
2.796,3.094,0.443,2.125
1.563,2.806,0.327,3.441
0.62,1.886,0.412,4.366
0.9,1.242,0.283,2.298
2.124,2.872,0.606,3.995
1.83,2.901,0.377,2.459
0.935,1.311,0.574,4.902
2.566,3.095,0.184,2.805
1.017,2.48,0.351,2.022
0.337,1.632,0.6,4.454
2.52,2.993,0.277,3.152
1.0,2.055,0.353,3.079
1.433,2.78,0.505,4.802
0.513,1.554,0.19,2.745
1.922,2.729,0.58,3.649
1.09,1.184,0.384,3.868
1.983,2.299,0.476,2.52
1.873,2.129,0.629,2.212
1.562,1.974,0.247,3.889
2.782,2.99,0.321,4.281
1.178,1.424,0.647,2.554
1.734,1.889,0.403,3.9
1.226,2.033,0.488,2.2
0.318,0.631,0.21,4.27
1.389,2.697,0.18,2.033
0.427,1.357,0.373,3.141
2.196,2.888,0.518,4.467
0.86,2.331,0.617,4.768
1.757,2.838,0.287,3.114
1.052,1.425,0.424,3.683
1.986,3.157,0.332,2.71
1.626,3.081,0.584,4.376
0.944,1.757,0.202,3.429
0.964,1.74,0.51,3.985
2.587,2.744,0.365,2.31
0.323,1.946,0.265,2.424
1.367,2.983,0.596,3.771
0.637,1.207,0.339,2.84
2.655,2.796,0.432,4.865
1.132,1.714,0.236,4.71
1.904,1.938,0.626,2.989
1.076,2.249,0.48,3.244
1.642,2.289,0.394,4.544
0.521,0.674,0.554,2.114
3.133,3.175,0.231,4.186
1.23,2.963,0.381,4.842
0.66,2.146,0.526,2.77
0.573,1.49,0.188,3.701
2.471,3.128,0.57,2.401
0.714,1.822,0.416,2.333
1.076,2.598,0.324,4.055
0.359,1.572,0.61,3.499
2.233,2.684,0.279,4.4
1.311,1.347,0.446,4.614
2.137,2.328,0.294,3.267
1.474,2.459,0.217,2.966
1.815,1.899,0.54,4.64
3.004,3.133,0.495,3.533
1.003,2.698,0.633,4.34
1.576,1.596,0.317,2.27
1.932,2.382,0.469,3.924
1.336,2.092,0.547,3.81
1.393,2.424,0.224,2.484
0.273,0.479,0.472,4.929
2.95,3.029,0.387,2.877
1.785,2.573,0.502,2.686
0.263,1.985,0.357,3.613
0.818,1.1,0.576,3.044
2.075,2.503,0.194,4.745
0.469,2.212,0.347,4.49
1.474,3.223,0.44,3.211
0.781,1.06,0.273,4.155
2.407,3.05,0.603,2.056
2.011,2.196,0.597,3.391
1.414,1.924,0.511,2.855
1.188,2.398,0.367,4.951
0.255,0.437,0.586,2.508
2.781,2.912,0.203,3.785
1.759,2.756,0.556,4.72
0.49,2.057,0.233,3.069
0.688,1.321,0.482,3.635
2.235,2.67,0.396,2.664
0.65,2.366,0.238,2.081
1.719,3.104,0.628,4.13
0.989,1.13,0.312,3.189
2.38,3.215,0.464,4.512
0.906,2.312,0.535,3.725
0.546,1.681,0.405,2.792
2.651,3.199,0.49,4.82
0.792,2.005,0.649,4.424
1.303,2.574,0.259,3.474
0.599,1.738,0.456,4.033
2.104,2.831,0.304,2.355
1.068,1.23,0.619,2.16
1.968,2.493,0.289,4.235
1.651,2.307,0.375,3.511
1.579,1.78,0.519,2.608
0.671,0.932,0.182,4.665
1.499,2.904,0.474,2.285
0.724,1.922,0.389,4.01
0.936,1.525,0.548,3.451
2.433,2.816,0.226,4.354
0.402,1.787,0.319,4.89
0.422,1.371,0.245,3.749
2.527,2.625,0.634,2.446
1.35,1.595,0.349,2.631
2.099,2.104,0.442,3.581
1.256,2.424,0.578,4.164
1.853,2.169,0.196,2.136
0.598,0.904,0.504,4.568
1.153,1.654,0.418,4.975
1.81,2.034,0.19,3.321
1.457,2.009,0.572,4.292
0.536,0.797,0.383,2.224
1.361,2.538,0.412,4.442
0.298,1.158,0.219,4.107
2.011,3.052,0.542,2.011
