tlw,blw,h,s
1.144,3.8581,0.866,8.7485
4.5527,4.8056,1.3775,3.8644
0.941,2.4436,0.5604,6.5675
0.4026,4.0669,1.3544,7.5578
1.6415,4.0967,2.2073,2.7608
2.9128,3.2283,0.4691,9.6254
0.2639,2.054,1.9021,4.9223
1.6773,3.1723,0.9397,6.1708
0.1459,3.0529,2.3363,3.4052
3.7774,3.9905,0.6301,8.0211
0.2101,2.0906,1.4466,5.2867
0.7507,4.9651,2.1385,4.3395
2.0218,4.4846,1.2851,9.1051
3.2795,3.682,1.8285,2.4696
1.2579,2.5802,0.395,7.204
2.0658,4.3822,1.7039,9.9862
1.4536,3.4159,0.3067,4.6894
2.6411,4.7589,1.939,7.8229
0.6863,1.3632,1.122,2.6197
0.5047,3.7845,0.7931,3.5045
0.7265,4.2698,1.646,6.8013
2.5857,4.4859,1.0282,5.6874
1.3738,2.6206,2.4611,8.8905
1.4532,3.725,1.4278,7.0388
0.9629,2.8533,0.5761,2.2734
4.1249,4.7087,2.2475,9.1531
0.4274,2.5575,0.8158,4.4185
1.1173,4.1819,0.5194,5.4558
1.5372,4.8324,1.9177,8.2213
2.7304,3.3454,1.3388,3.3533
0.4649,2.2324,2.157,6.0879
2.2899,4.7832,1.2087,8.8679
2.1249,3.6154,2.0609,5.5712
3.3865,4.5531,0.3233,6.9411
0.8227,1.3757,1.7556,3.7378
0.1382,3.1307,2.4096,2.6384
0.4023,3.922,1.0118,7.9351
2.9523,4.1157,1.524,4.5535
1.7526,2.0437,0.7063,9.7568
1.8676,4.0027,1.9937,3.0237
1.883,3.2957,1.142,6.2895
3.1503,4.0268,1.6838,5.1594
0.2003,0.7099,0.252,8.3936
1.0151,3.3349,1.0828,9.4817
1.2321,4.6592,2.4812,4.2159
3.6832,4.8835,0.7731,7.3342
1.9995,2.6164,1.5914,2.1
2.1004,2.8133,0.6496,4.8196
0.5973,3.5202,1.5018,9.6167
4.3014,4.938,0.8845,2.9963
1.309,1.6582,2.3168,7.6993
0.6184,4.536,1.848,6.6741
2.5494,4.3018,0.4503,3.877
2.855,3.8312,2.0833,8.5091
0.8633,1.8489,1.2656,5.8061
1.5566,3.8271,0.5802,6.0643
0.8493,3.0189,1.4324,3.3612
4.2514,4.5319,0.8199,8.2447
0.6301,2.7366,2.2522,5.4479
1.3165,4.3543,1.913,4.4264
1.3471,4.9449,0.5153,9.1296
2.6144,3.5139,2.1523,2.2655
0.5832,2.3308,1.3346,7.0623
2.4114,4.8877,2.065,9.7802
2.0135,3.797,1.2134,4.5457
3.1914,4.6523,1.7597,7.9117
1.0076,1.5526,0.3279,2.6462
0.3169,3.3054,1.0071,3.7301
0.2144,4.0161,2.4054,6.9645
3.1564,4.0069,0.7016,5.579
1.8799,2.1504,1.5199,8.8446
1.7642,4.1116,1.1461,2.1234
1.7669,3.1302,1.9984,7.3265
2.96,3.9108,0.2562,4.1925
0.1259,0.7647,1.6885,9.4894
0.8158,3.5141,2.4765,8.3859
1.0394,4.5468,1.0787,5.1828
3.4999,4.7791,1.5867,6.2973
2.1108,2.518,0.769,3.0003
1.9789,2.9198,1.506,5.7826
0.4789,3.3385,0.6543,8.5169
4.1137,4.8387,2.3209,3.9005
1.1241,1.8328,0.8892,6.6662
0.4396,4.7129,0.4456,7.7071
2.3545,4.2076,1.8439,2.9728
2.6508,3.7291,1.261,9.6088
0.9769,1.732,2.0792,4.8431
1.3663,4.473,1.7753,3.2417
2.4046,2.776,0.3782,6.4446
3.6624,4.2761,2.0148,5.0742
0.5116,1.0712,1.1977,8.3713
1.0522,2.8207,0.7173,9.252
0.6818,4.7702,1.5701,4.049
3.2634,4.3693,0.9569,7.4311
1.4491,2.2946,2.3898,2.1341
2.3768,3.4329,0.8707,4.9145
1.2624,3.6928,2.2673,9.6487
4.4265,4.978,0.5651,2.7686
0.7385,2.269,1.3816,7.5344
0.2032,3.8901,2.2032,6.5908
1.8365,3.9842,1.3498,3.8566
2.8873,3.1853,1.8979,8.7251
0.1504,1.9554,0.4644,5.9593
1.799,3.0702,2.341,7.1963
0.2595,3.2346,0.9438,2.493
3.9699,4.0899,1.4513,9.1128
0.3952,1.9116,0.6342,4.3161
0.9294,4.7927,1.281,5.3101
2.2119,4.5785,2.1338,8.0134
3.3955,3.8694,0.3909,3.3818
1.1395,2.697,1.8239,6.1785
2.169,4.2778,0.3114,8.8984
1.565,3.5813,1.708,5.6639
2.8361,4.875,1.1266,6.7935
0.4936,1.5492,1.9432,3.528
0.7041,3.6097,1.6419,2.5962
0.9143,4.3824,0.7885,7.8308
2.7694,4.5947,2.457,4.7129
1.4811,2.514,1.0235,9.9783
1.5307,4.4258,2.422,5.7255
1.4249,2.9245,0.9902,8.9597
2.6898,4.4071,1.5367,3.5913
0.6568,1.013,0.6851,6.8571
1.194,3.7579,1.2302,7.7691
0.7739,4.9029,2.0485,2.5349
3.4271,4.4605,0.3445,9.915
2.2151,2.6652,1.7428,4.6492
2.5193,3.234,0.4979,2.4316
0.1367,3.826,1.9302,7.1346
3.8432,4.6242,1.3175,4.2525
0.9001,2.0811,2.1697,9.0496
0.3671,4.9568,1.4153,8.0748
2.0889,4.1322,0.5976,5.3718
3.0292,3.4105,2.2348,6.2421
1.3239,2.0883,0.837,3.4451
1.6375,3.5833,1.8607,9.7124
1.1148,3.0844,0.429,4.9778
3.8646,4.8505,2.0958,7.5958
0.2528,2.418,1.2441,2.8303
0.7845,4.0401,0.6709,3.793
1.6891,4.4475,1.4891,6.5276
2.8847,3.7207,0.906,5.8979
0.3129,2.5464,2.3043,8.6634
2.0248,4.6437,1.0616,6.3813
2.2791,3.4507,2.4939,3.178
3.5384,4.7268,0.7516,8.3096
0.8991,1.3992,1.6038,5.0129
0.5421,2.9912,1.9809,4.1123
0.5567,4.2317,1.1632,9.3156
2.6243,4.2553,1.6713,2.1958
1.3382,1.9021,0.2736,7.4924
1.4122,2.7515,1.3683,8.5785
0.6064,2.8882,2.1849,5.8441
4.09,4.2979,0.4827,6.7296
0.4666,1.6676,1.8794,3.964
1.1547,4.5444,2.2856,2.9112
2.4824,4.7942,0.8521,7.6457
3.2369,3.8408,1.4002,4.7797
0.7973,2.1997,0.5468,9.5453
2.2501,3.9593,1.5524,7.2651
1.9118,3.647,0.7353,2.0619
3.1017,4.5199,2.3718,9.4259
0.2281,1.2029,0.9746,4.129
0.1719,3.3615,0.3602,5.2442
1.1846,3.8849,1.7931,8.4474
2.9945,4.9088,1.1799,3.0639
1.7157,2.1998,2.0328,6.3607
1.9068,4.7213,0.8068,4.6093
2.1342,3.2636,1.6233,9.8436
3.3201,4.0617,1.0421,2.7076
0.2877,1.3854,2.4387,7.9733
0.9795,3.1394,1.7265,6.901
0.3348,4.6946,0.2931,3.6666
3.6416,4.1254,1.9615,8.7831
1.7148,2.6508,1.1081,5.5174
2.1431,3.6811,2.1158,3.2978
0.9921,3.487,1.2988,6.0009
4.6341,4.9696,1.8061,5.3863
1.2692,2.5832,0.4089,8.1833
0.5816,4.2086,0.9261,9.193
1.4896,4.3405,2.359,4.4899
2.7584,2.993,0.6162,7.124
0.4158,1.88,1.4691,2.327
1.6207,4.9917,0.912,7.8766
2.0504,2.9632,2.2915,2.6735
3.3084,4.359,0.6551,9.8075
0.5757,1.5896,1.4898,4.5106
1.2656,3.1986,2.113,5.6142
0.1747,4.995,1.2426,8.8172
3.318,3.9034,1.8557,3.7027
1.8609,2.3862,0.4403,6.9997
2.4669,3.7934,1.6585,8.2174
0.7359,3.7516,0.2795,5.4831
4.4499,4.7069,1.9816,6.0995
0.9423,2.6293,1.1475,3.3338
0.2578,4.3909,0.75,2.2929
1.4633,4.0758,1.621,7.0272
2.6505,3.2557,1.073,4.3912
0.696,2.1802,2.4889,9.1569
1.7385,3.0261,0.3485,3.9357
0.518,3.1507,1.7281,6.6388
3.8016,4.2911,1.2208,5.7553
0.142,1.8677,2.0554,8.5521
0.8285,4.6083,1.5471,9.5736
2.3171,4.5317,0.6766,4.8704
3.501,3.6457,2.4194,7.7345
0.9384,2.4978,1.0041,2.9377
1.9616,4.0756,2.2201,4.2198
1.6513,3.3488,0.8411,9.4543
2.9222,4.8193,1.4223,2.0883
0.2737,1.4653,0.5881,7.3538
0.4605,3.5483,1.3091,6.2699
1.1534,4.1831,2.1801,3.0355
2.6684,4.8146,0.5117,8.421
1.4301,2.4523,1.9276,5.1554
1.3492,3.326,1.9665,2.8037
1.2227,2.7864,1.0967,7.507
4.1908,4.8746,1.7093,4.8872
0.5387,2.2357,0.2946,9.6839
1.0729,3.9941,1.0578,8.6899
1.8733,4.7456,2.438,5.9866
3.1409,3.4212,0.8009,6.6182
0.1906,2.2839,1.6361,3.8215
2.3509,4.5095,0.6048,5.1016
2.5209,3.7131,1.4741,8.3361
3.6985,4.4618,0.9276,3.2065
0.7544,1.1748,2.3418,6.472
0.216,2.7871,1.8055,7.4038
0.5684,3.9693,0.4247,2.1692
2.9129,4.3322,2.1286,9.2871
1.3323,1.9354,1.2928,4.0217
1.8544,4.1733,1.4028,6.7583
1.5275,3.1891,0.533,3.5554
2.721,4.1443,2.2753,8.9258
0.3297,0.8261,0.8605,5.6287
0.8703,3.7161,0.4922,4.748
0.9534,4.6384,1.8724,9.951
3.7132,4.6998,1.3643,2.5689
2.331,2.7428,2.1996,7.8659
2.2333,3.1045,1.1661,9.0855
0.3735,3.5257,2.0354,4.3513
4.0085,4.9215,0.3686,7.2314
1.1883,2.0172,1.7828,2.4656
0.6531,4.7567,2.3648,3.4092
2.0963,4.4324,0.984,6.1434
2.7054,3.4917,1.5671,5.2749
1.0249,1.8236,0.7313,8.0407
1.5132,3.27,1.6024,4.2876
0.2525,2.935,0.7683,9.0222
3.8813,4.3879,2.4706,2.4042
0.6835,2.1863,1.0915,7.1697
1.2152,4.9224,0.2612,6.207
1.975,4.8781,1.6771,3.4724
3.2306,3.5713,1.1289,8.1021
1.2087,2.4322,1.9999,5.3367
2.4937,4.3195,1.2603,3.6187
1.3856,3.8463,2.095,6.822
2.5751,4.6126,0.4584,5.6904
0.6206,1.2498,1.8379,8.9871
0.3794,3.8626,2.3096,9.8877
0.8112,4.1175,0.8942,4.6843
3.055,4.5662,1.5075,7.8043
1.8071,2.7007,0.6371,2.5076
1.6934,4.6775,2.1618,8.2745
2.3925,3.0387,1.3277,5.0403
3.5787,4.0116,1.909,6.4087
0.1879,1.3414,0.53,3.1428
0.7251,2.9547,0.8225,2.2309
0.4402,4.5074,2.2384,7.4651
3.5515,4.2219,0.5698,4.085
1.514,2.5918,1.4408,9.3508
2.0886,3.4791,0.6947,7.5684
1.0781,3.3954,1.5293,2.8655
4.7203,4.7736,1.0218,9.7475
1.0245,2.3809,2.4014,4.9505
0.4914,4.147,1.7458,5.9252
1.729,4.2816,0.3305,8.6282
2.5603,3.161,2.0734,3.7579
0.349,1.6928,1.203,6.5549
1.4761,3.9249,0.4081,9.3907
1.7979,2.8329,1.8223,4.1564
3.0631,4.2112,1.276,7.2924
0.1129,0.7866,2.1452,2.0267
1.1039,3.3974,1.4572,3.0991
1.3004,4.8441,0.6214,6.3334
3.1727,4.9438,2.3252,5.2169
2.0112,2.305,0.9445,8.4826
2.3059,2.8563,2.4555,6.7022
0.6438,3.6012,1.0407,3.9992
4.3506,4.574,1.6532,8.6137
0.8003,1.7031,0.7834,5.8168
0.1127,4.4381,1.1138,4.807
2.4431,3.945,1.9491,9.5101
2.939,3.7355,0.312,2.876
0.7594,2.0294,1.6922,7.673
1.8812,3.6447,0.9672,5.4215
0.8757,3.2837,2.3814,8.1559
3.9656,4.6306,0.7147,3.2704
0.3039,2.4797,1.584,6.036
0.9919,4.2425,2.0188,7.0888
1.6029,4.68,1.1829,2.3544
2.7987,3.7764,1.7659,9.2203
0.5329,2.6303,0.3852,4.4547
2.1257,4.8281,1.8895,2.735
2.1741,3.4976,0.4748,7.9381
3.433,4.9505,2.217,4.5742
1.1003,1.5985,1.3472,9.871
0.6026,3.0352,0.5504,8.7558
0.2981,4.3156,1.3856,5.5526
2.8317,4.0181,0.8777,6.9361
1.5914,1.9458,2.2579,3.6393
