tlw,blw,h,s
0.5081,3.5401,0.3289,4.8985
1.0088,3.0994,0.6072,2.4673
2.2169,4.522,0.2843,3.7439
0.3291,4.0882,0.3756,3.9987
1.7361,4.7515,0.5278,2.3003
1.0186,2.9655,0.1827,4.3565
2.6694,4.9497,0.5723,3.4323
1.3962,4.8377,0.3497,3.6458
0.9241,4.1413,0.4351,2.7426
0.4286,3.4603,0.2755,4.8114
2.6321,4.6587,0.5983,3.0872
0.9093,3.7284,0.5069,3.1546
1.3197,4.6147,0.3548,4.457
0.628,3.2154,0.5812,2.0132
2.0182,4.5661,0.1915,4.0882
0.6376,4.349,0.5509,4.2779
0.4442,4.8413,0.2206,3.3278
1.1486,2.8774,0.4767,3.8981
1.9,3.9475,0.3839,2.2208
1.7624,3.9823,0.2461,2.5225
1.6476,3.826,0.6284,3.8718
0.7004,2.4638,0.3204,2.9265
2.8847,4.6329,0.4651,4.9546
1.8131,4.6812,0.6139,4.1116
0.7065,3.7805,0.2912,2.0835
0.8502,3.2474,0.421,4.5273
2.4503,4.2935,0.3356,3.178
0.4877,3.5652,0.1756,3.0638
1.0966,4.9799,0.5653,4.7411
0.3918,2.8306,0.3687,2.6723
2.4091,4.3916,0.5208,3.6224
1.0602,4.6088,0.3979,4.9312
0.5754,4.4741,0.4907,2.8562
1.2675,3.2601,0.205,3.8015
1.9699,3.7707,0.5352,2.4991
1.3477,4.2473,0.4513,2.2442
1.7858,4.1859,0.3066,3.9684
0.2777,2.58,0.6443,3.3981
3.2825,4.8858,0.262,4.3013
0.3772,4.9979,0.4847,2.5878
0.9727,4.7065,0.392,3.5121
1.448,3.3291,0.5589,2.9573
2.5183,4.1368,0.2286,4.6557
1.515,3.8579,0.3126,4.5884
1.3889,3.6796,0.4573,3.3118
0.4556,2.656,0.2384,4.2415
2.9802,4.5669,0.6206,2.1455
1.2503,4.3148,0.2684,3.4557
0.2845,3.9011,0.5913,4.4269
0.5874,2.8817,0.3427,2.3707
2.0275,4.8874,0.428,4.0222
0.7505,3.932,0.588,3.7204
1.5181,4.3861,0.1984,2.397
0.7883,3.3501,0.5138,4.8282
2.2783,4.7814,0.3616,2.779
1.7219,4.786,0.291,3.6257
0.7897,3.8647,0.6137,2.6749
0.7542,3.1605,0.3354,4.732
2.3349,4.3822,0.4208,3.0554
0.5836,3.6512,0.566,3.1755
1.2129,4.8913,0.1763,4.524
0.28,2.9148,0.5214,2.0919
2.3178,4.3131,0.3693,4.1207
0.9498,4.5302,0.4919,4.3046
0.4638,4.576,0.3991,3.4007
1.384,3.1657,0.5364,3.9592
2.0722,3.8565,0.2062,2.2358
1.4501,4.141,0.305,2.4965
1.6915,4.0914,0.4496,3.7982
0.388,2.6566,0.2604,2.8646
3.1723,4.9908,0.6427,4.9403
0.2875,4.8904,0.3903,2.148
0.8798,4.7893,0.483,4.2448
1.3503,3.4077,0.227,3.3034
2.616,4.2398,0.5573,4.5792
1.6125,3.7812,0.4585,4.6524
1.2752,3.5895,0.3137,2.9548
0.5708,2.7388,0.6217,3.5212
2.9411,4.6072,0.2396,2.5962
1.1416,4.4017,0.592,2.7816
0.3999,4.0015,0.2691,4.8315
0.4835,2.7768,0.4286,2.3886
1.9443,4.9833,0.3433,3.7113
0.8545,4.0351,0.1982,4.0189
1.6031,4.2901,0.5878,2.3681
0.6952,3.4504,0.3614,4.436
2.1696,4.674,0.5136,3.4641
0.7024,4.6284,0.5437,2.6197
0.751,4.4296,0.2134,3.5915
1.6585,3.406,0.4991,3.0251
2.2183,3.9899,0.4064,4.6759
1.1897,3.5126,0.2539,4.5557
1.1409,3.9566,0.636,3.233
0.4488,2.3559,0.2983,4.1745
2.7965,4.8438,0.4431,2.1246
1.563,4.556,0.3272,3.4407
0.6199,3.6361,0.4125,4.3657
0.9001,2.992,0.2826,2.2978
2.1238,4.6223,0.6056,3.9954
0.4378,4.1947,0.529,3.7347
1.8302,4.6511,0.3768,2.4589
0.9354,3.0614,0.5735,4.9018
2.5655,4.8449,0.1839,2.805
1.3002,4.9451,0.4363,4.0973
1.0173,4.2299,0.3508,2.0216
0.3373,3.3819,0.5995,4.4537
2.5203,4.743,0.2767,3.152
1.0005,3.8052,0.3532,3.0788
1.4333,4.5305,0.5053,4.8023
0.5127,3.304,0.1899,2.7452
1.9221,4.4792,0.5796,3.6491
0.5352,4.262,0.2205,4.9638
0.3291,4.9359,0.5507,2.9349
1.0902,2.9345,0.3837,3.8685
1.983,4.0492,0.4765,2.5199
1.8727,3.8793,0.6291,2.2124
1.5624,3.7242,0.2468,3.889
0.8027,2.5496,0.4657,3.3304
2.7824,4.7404,0.3211,4.2812
0.6243,4.7482,0.4536,2.9008
0.8306,4.8305,0.3015,4.9994
1.1785,3.1745,0.6466,2.5539
2.3197,3.9433,0.2569,3.833
1.7336,3.6388,0.403,3.9004
1.2263,3.7833,0.4884,2.1995
0.3184,2.3811,0.2101,4.2699
2.7175,4.396,0.5329,3.3431
1.3889,4.4473,0.1798,2.0328
0.5536,4.1243,0.5621,4.0846
0.4268,3.1066,0.3728,3.1406
2.1965,4.638,0.5175,4.4666
0.8603,4.0807,0.6172,4.7683
1.7569,4.5885,0.287,3.1143
1.0525,3.1753,0.4243,3.6833
1.9859,4.9067,0.3315,2.7096
1.6259,4.8313,0.5838,4.3762
0.9437,3.5066,0.2016,3.4287
0.9637,3.4898,0.5096,3.9847
2.5874,4.4936,0.3648,2.31
0.3233,3.6963,0.2652,2.4242
1.3671,4.733,0.5955,3.7709
0.6369,2.9565,0.3394,2.8399
2.6549,4.5461,0.4322,4.8654
0.7664,4.3884,0.3102,3.5566
0.4143,4.3012,0.4624,2.656
1.1318,3.4644,0.2361,4.7105
1.9042,3.6878,0.6257,2.9889
1.0757,3.999,0.4796,3.2438
1.6423,4.0387,0.3943,4.5436
0.5206,2.4241,0.5538,2.1141
3.1327,4.9254,0.2309,4.1865
1.2303,4.7125,0.3807,4.842
0.6598,3.8958,0.5255,2.7696
0.5729,3.2398,0.1878,3.7006
2.4711,4.8784,0.57,2.4008
0.7142,3.5723,0.4165,2.3334
1.0762,4.3482,0.3238,4.055
0.3591,3.3217,0.6095,3.499
2.2332,4.4335,0.2792,4.3997
0.3766,4.5914,0.6394,4.2099
0.5815,4.684,0.2499,2.1844
1.3113,3.0972,0.4465,4.6139
2.1372,4.0779,0.2943,3.2672
1.4735,4.2087,0.2169,2.9655
1.815,3.6486,0.5398,4.6402
0.8944,2.6097,0.4099,2.5857
3.0045,4.8827,0.4952,3.5332
1.014,4.9582,0.2429,3.3665
1.003,4.4476,0.6326,4.3403
1.5761,3.3457,0.3172,2.2698
1.9324,4.1318,0.4693,3.9238
1.336,3.8423,0.5467,3.8096
1.3931,4.1736,0.2239,2.4836
0.2732,2.2292,0.4725,4.9291
2.9502,4.7789,0.3871,2.8773
1.7847,4.3231,0.5018,2.6861
0.2629,3.7353,0.3572,3.6129
0.8179,2.8496,0.5761,3.0439
2.0749,4.2534,0.1938,4.7448
0.4692,3.9615,0.3473,4.49
1.4735,4.9731,0.4402,3.2109
0.7814,2.8099,0.2732,4.1549
2.4073,4.7995,0.6034,2.0563
0.8856,4.807,0.3412,3.9459
0.767,4.6119,0.4339,2.2477
1.4845,3.1987,0.2669,4.3154
2.0111,3.9455,0.5972,3.3914
1.4144,3.6742,0.5114,2.8552
1.1881,4.1478,0.3666,4.9512
0.2552,2.1867,0.5855,2.5085
2.7808,4.6616,0.2034,3.7848
1.7591,4.5057,0.5558,4.7201
0.4903,3.8068,0.2329,3.0687
0.6883,3.0712,0.4815,3.635
2.2347,4.4195,0.3962,2.6641
0.6495,4.1157,0.238,2.081
1.719,4.8539,0.6276,4.1301
0.9888,2.8804,0.3122,3.1889
2.3805,4.9654,0.4644,4.512
1.1011,4.8666,0.2121,2.376
0.9055,4.0623,0.5349,3.7253
0.5461,3.4314,0.405,2.7916
2.6507,4.9489,0.4904,4.82
0.7918,3.7551,0.6486,4.4244
1.3034,4.3245,0.2589,3.4743
0.5991,3.4877,0.4556,4.033
2.1038,4.5811,0.3035,2.3554
0.3486,4.4234,0.426,3.2893
0.3764,4.7563,0.3332,4.5918
1.0681,2.9798,0.6189,2.1595
1.9678,4.2433,0.2887,4.2348
1.6514,4.0574,0.3746,3.5111
1.579,3.5302,0.5192,2.6078
0.6711,2.6824,0.1815,4.6651
2.9768,4.6962,0.5638,2.9406
1.4987,4.6537,0.4743,2.2851
0.7235,3.672,0.3889,4.0096
0.9358,3.2748,0.5484,3.4508
2.4332,4.5659,0.2256,4.3541
0.4021,3.537,0.3189,4.8903
1.1145,4.7075,0.471,2.815
0.4224,3.1207,0.2446,3.7488
2.5266,4.3751,0.6343,2.4463
0.7397,4.533,0.2752,3.011
0.6448,4.3717,0.6054,4.6885
1.3496,3.3452,0.3493,2.6312
2.0989,3.8543,0.4422,3.5814
1.2555,4.1737,0.5781,4.1644
1.8529,3.9192,0.1958,2.1361
0.5982,2.6536,0.5038,4.5683
3.3092,4.9017,0.3591,3.219
0.4947,4.9228,0.6115,3.8551
1.0414,4.9967,0.2811,2.5319
1.1529,3.4041,0.4185,4.9746
2.4327,4.0734,0.3257,2.9255
1.81,3.7835,0.1898,3.3211
1.4568,3.7586,0.572,4.292
0.5362,2.5475,0.3827,2.2243
2.7166,4.4575,0.5275,3.8756
1.3613,4.2881,0.4117,4.4417
0.3008,4.1969,0.497,3.1654
0.2984,2.9084,0.2187,4.1067
2.0112,4.8023,0.5416,2.0107
1.0394,3.903,0.4483,2.7344
1.5368,4.4712,0.2961,3.6584
0.8197,3.2476,0.6412,3.0921
1.9578,4.7642,0.2516,4.7904
1.4246,4.7272,0.6237,3.1298
0.8533,4.0679,0.2415,4.4759
0.3626,3.1954,0.4605,2.0462
2.297,4.6739,0.3157,4.0727
0.9246,3.6158,0.229,3.6713
1.2512,4.5526,0.5593,2.723
0.3433,3.1423,0.3923,4.7777
2.047,4.2547,0.485,3.1034
0.5584,4.4718,0.3632,2.5446
0.5271,4.8679,0.5154,3.8438
1.2157,3.0821,0.1999,2.9126
2.223,3.8854,0.5895,4.9861
1.6963,4.1061,0.4304,4.2565
1.7294,3.8412,0.3451,3.355
0.7287,2.7154,0.5937,3.9112
2.8052,4.9321,0.2708,2.1901
0.8291,4.855,0.5231,4.7005
0.9181,4.2668,0.3711,3.0004
1.796,3.4661,0.5677,3.5692
2.1443,4.1814,0.178,2.6419
1.1161,3.7224,0.3372,2.0999
1.3388,3.9779,0.4226,4.1992
0.4579,2.3311,0.2927,3.2554
3.0366,4.9598,0.6155,4.5335
1.5871,4.3667,0.2623,3.9732
0.4378,3.566,0.6446,2.32
1.0248,2.8356,0.3069,4.3903
1.8806,4.4607,0.4516,3.4161
0.2622,3.9767,0.5384,2.8272
1.6664,4.766,0.2081,4.8796
0.7335,2.9924,0.4939,2.4343
2.5906,4.6387,0.4011,3.7593
0.4123,4.6871,0.1918,4.6038
0.6873,4.6276,0.5815,3.2788
1.3744,3.2652,0.3552,4.2226
2.4436,4.1138,0.5073,2.1702
1.5378,3.5479,0.6014,2.5716
1.1026,3.6127,0.2787,3.5458
0.3855,2.5767,0.4382,2.977
2.8598,4.599,0.3528,4.6302
1.1644,4.6144,0.4675,3.689
0.5567,3.9332,0.3228,2.4109
0.6102,2.9567,0.6308,4.8562
2.1621,4.8205,0.2485,2.7569
0.6769,4.2297,0.3854,3.4864
1.7923,4.4061,0.4782,4.4137
0.8717,3.3825,0.2222,2.3434
2.1928,4.9037,0.5524,4.0435
1.8474,4.9804,0.3001,3.0331
0.979,3.7008,0.4448,4.7542
0.7774,3.3235,0.2556,2.6995
2.5836,4.3142,0.6378,3.601
0.5097,3.864,0.5009,4.1431
1.3696,4.9123,0.4082,2.0696
0.4748,2.752,0.5455,4.4993
2.4446,4.5142,0.2151,3.2002
0.9751,4.2969,0.5755,2.2604
0.2912,4.5069,0.1859,3.9347
1.1987,3.2805,0.531,3.3785
1.8967,3.6585,0.3788,4.3268
1.2749,3.9377,0.2846,4.9157
1.4992,4.2066,0.6075,2.8892
0.3121,2.5142,0.3292,3.8204
3.1962,4.7758,0.4145,2.4743
